source,target,relation,source_type,target_type
Jane Got a Gun,Boyd Holbrook,主演,电影,演员
Jane Got a Gun,Action,属于类型,电影,类型
Jane Got a Gun,Drama,属于类型,电影,类型
Jane Got a Gun,Western,属于类型,电影,类型
Jane Got a Gun,Jane,描述关键词,电影,关键词
Jane Got a Gun,After,提及,电影,电影
Think Like a Man Too,Tim Story,执导,电影,导演
Think Like a Man Too,2014年,上映年份,电影,年份
Think Like a Man Too,United States of America,制片国家,电影,国家
Think Like a Man Too,6.4分,评分,电影,评分值
Think Like a Man Too,Adam Brody,主演,电影,演员
Think Like a Man Too,Michael Ealy,主演,电影,演员
Think Like a Man Too,Jerry Ferrara,主演,电影,演员
Think Like a Man Too,Meagan Good,主演,电影,演员
Think Like a Man Too,Regina Hall,主演,电影,演员
Think Like a Man Too,Comedy,属于类型,电影,类型
Think Like a Man Too,Romance,属于类型,电影,类型
Think Like a Man Too,Las,描述关键词,电影,关键词
Think Like a Man Too,Vegas,描述关键词,电影,关键词
The Whole Nine Yards,Jonathan Lynn,执导,电影,导演
The Whole Nine Yards,2000年,上映年份,电影,年份
The Whole Nine Yards,Canada,制片国家,电影,国家
The Whole Nine Yards,6.2分,评分,电影,评分值
The Whole Nine Yards,Bruce Willis,主演,电影,演员
The Whole Nine Yards,Matthew Perry,主演,电影,演员
The Whole Nine Yards,Rosanna Arquette,主演,电影,演员
The Whole Nine Yards,Michael Clarke Duncan,主演,电影,演员
The Whole Nine Yards,Kevin Pollak,主演,电影,演员
The Whole Nine Yards,Comedy,属于类型,电影,类型
The Whole Nine Yards,Crime,属于类型,电影,类型
The Whole Nine Yards,Jimmy,描述关键词,电影,关键词
The Whole Nine Yards,Tulip,描述关键词,电影,关键词
Footloose,Herbert Ross,执导,电影,导演
Footloose,1984年,上映年份,电影,年份
Footloose,United States of America,制片国家,电影,国家
Footloose,6.4分,评分,电影,评分值
Footloose,Kevin Bacon,主演,电影,演员
Footloose,John Lithgow,主演,电影,演员
Footloose,Dianne Wiest,主演,电影,演员
Footloose,Chris Penn,主演,电影,演员
Footloose,Lori Singer,主演,电影,演员
Footloose,Drama,属于类型,电影,类型
Footloose,Family,属于类型,电影,类型
Footloose,Music,属于类型,电影,类型
Footloose,Romance,属于类型,电影,类型
Footloose,Ren,描述关键词,电影,关键词
Footloose,Chicago,描述关键词,电影,电影
Footloose,Chicago,提及,电影,电影
Footloose,West,描述关键词,电影,关键词
Old School,Todd Phillips,执导,电影,导演
Old School,2003年,上映年份,电影,年份
Old School,United States of America,制片国家,电影,国家
Old School,6.6分,评分,电影,评分值
Old School,Luke Wilson,主演,电影,演员
Old School,Will Ferrell,主演,电影,演员
Old School,Vince Vaughn,主演,电影,演员
Old School,Ellen Pompeo,主演,电影,演员
Old School,Leah Remini,主演,电影,演员
Old School,Comedy,属于类型,电影,类型
Old School,Three,描述关键词,电影,电影
Old School,Three,提及,电影,电影
The Fisher King,Terry Gilliam,执导,电影,演员
The Fisher King,1991年,上映年份,电影,年份
The Fisher King,United States of America,制片国家,电影,国家
The Fisher King,7.2分,评分,电影,评分值
The Fisher King,Jeff Bridges,主演,电影,演员
The Fisher King,Robin Williams,主演,电影,演员
The Fisher King,Mercedes Ruehl,主演,电影,演员
The Fisher King,Amanda Plummer,主演,电影,演员
The Fisher King,Michael Jeter,主演,电影,演员
The Fisher King,Comedy,属于类型,电影,类型
The Fisher King,Drama,属于类型,电影,类型
The Fisher King,Two,描述关键词,电影,关键词
The Fisher King,Holy,描述关键词,电影,关键词
The Fisher King,Grail,描述关键词,电影,关键词
I Still Know What You Did Last Summer,Danny Cannon,执导,电影,导演
I Still Know What You Did Last Summer,1998年,上映年份,电影,年份
I Still Know What You Did Last Summer,United States of America,制片国家,电影,国家
I Still Know What You Did Last Summer,5.1分,评分,电影,评分值
I Still Know What You Did Last Summer,Jennifer Love Hewitt,主演,电影,演员
I Still Know What You Did Last Summer,Freddie Prinze Jr.,主演,电影,演员
I Still Know What You Did Last Summer,Mekhi Phifer,主演,电影,演员
I Still Know What You Did Last Summer,Brandy Norwood,主演,电影,演员
I Still Know What You Did Last Summer,Muse Watson,主演,电影,演员
I Still Know What You Did Last Summer,Horror,属于类型,电影,类型
I Still Know What You Did Last Summer,Mystery,属于类型,电影,类型
I Still Know What You Did Last Summer,Thriller,属于类型,电影,类型
I Still Know What You Did Last Summer,Unfinished,描述关键词,电影,关键词
I Still Know What You Did Last Summer,Julie,描述关键词,电影,关键词
I Still Know What You Did Last Summer,James,描述关键词,电影,关键词
I Still Know What You Did Last Summer,Ray,提及,电影,电影
I Still Know What You Did Last Summer,Bronson,提及,电影,电影
Return to Me,Bonnie Hunt,执导,电影,演员
Return to Me,2000年,上映年份,电影,年份
Return to Me,United States of America,制片国家,电影,国家
Return to Me,6.1分,评分,电影,评分值
Return to Me,David Duchovny,主演,电影,演员
Return to Me,Minnie Driver,主演,电影,演员
Return to Me,Carroll O'Connor,主演,电影,演员
Return to Me,Robert Loggia,主演,电影,演员
Return to Me,Jim Belushi,主演,电影,演员
Return to Me,Romance,属于类型,电影,类型
Return to Me,Comedy,属于类型,电影,类型
Return to Me,Drama,属于类型,电影,类型
Return to Me,Bob,描述关键词,电影,关键词
Return to Me,Duchovny,描述关键词,电影,关键词
Return to Me,Irish,描述关键词,电影,关键词
Return to Me,Drive,提及,电影,电影
Return to Me,O,提及,电影,电影
Return to Me,Iris,提及,电影,电影
Return to Me,Once,提及,电影,电影
Zack and Miri Make a Porno,Kevin Smith,执导,电影,演员
Zack and Miri Make a Porno,2008年,上映年份,电影,年份
Zack and Miri Make a Porno,United States of America,制片国家,电影,国家
Zack and Miri Make a Porno,6.1分,评分,电影,评分值
Zack and Miri Make a Porno,Seth Rogen,主演,电影,演员
Zack and Miri Make a Porno,Elizabeth Banks,主演,电影,演员
Zack and Miri Make a Porno,Jennifer Schwalbach Smith,主演,电影,演员
Zack and Miri Make a Porno,Jason Mewes,主演,电影,演员
Zack and Miri Make a Porno,Gerry Bednob,主演,电影,演员
Zack and Miri Make a Porno,Comedy,属于类型,电影,类型
Zack and Miri Make a Porno,Lifelong,描述关键词,电影,关键词
Zack and Miri Make a Porno,Zack,描述关键词,电影,关键词
Zack and Miri Make a Porno,Miri,描述关键词,电影,关键词
Nurse Betty,Neil LaBute,执导,电影,导演
Nurse Betty,2000年,上映年份,电影,年份
Nurse Betty,Germany,制片国家,电影,国家
Nurse Betty,5.9分,评分,电影,评分值
Nurse Betty,Renée Zellweger,主演,电影,演员
Nurse Betty,Morgan Freeman,主演,电影,演员
Nurse Betty,Chris Rock,主演,电影,演员
Nurse Betty,Greg Kinnear,主演,电影,演员
Nurse Betty,Aaron Eckhart,主演,电影,演员
Nurse Betty,Comedy,属于类型,电影,类型
Nurse Betty,Crime,属于类型,电影,类型
Nurse Betty,Thriller,属于类型,电影,类型
Nurse Betty,Betty,描述关键词,电影,关键词
Nurse Betty,Fair,描述关键词,电影,关键词
Nurse Betty,Oaks,描述关键词,电影,关键词
Nurse Betty,O,提及,电影,电影
Nurse Betty,After,提及,电影,电影
The Men Who Stare at Goats,Grant Heslov,执导,电影,导演
The Men Who Stare at Goats,2009年,上映年份,电影,年份
The Men Who Stare at Goats,United Kingdom,制片国家,电影,国家
The Men Who Stare at Goats,5.9分,评分,电影,评分值
The Men Who Stare at Goats,George Clooney,主演,电影,导演
The Men Who Stare at Goats,Ewan McGregor,主演,电影,演员
The Men Who Stare at Goats,Jeff Bridges,主演,电影,演员
The Men Who Stare at Goats,Kevin Spacey,主演,电影,演员
The Men Who Stare at Goats,Robert Patrick,主演,电影,演员
The Men Who Stare at Goats,Comedy,属于类型,电影,类型
The Men Who Stare at Goats,War,属于类型,电影,电影
The Men Who Stare at Goats,Iraq,描述关键词,电影,关键词
The Men Who Stare at Goats,Lyn,描述关键词,电影,关键词
The Men Who Stare at Goats,Cassady,描述关键词,电影,关键词
The Men Who Stare at Goats,Earth,提及,电影,电影
Double Take,George Gallo,执导,电影,导演
Double Take,2001年,上映年份,电影,年份
Double Take,United States of America,制片国家,电影,国家
Double Take,5.5分,评分,电影,评分值
Double Take,Orlando Jones,主演,电影,演员
Double Take,Eddie Griffin,主演,电影,演员
Double Take,Garcelle Beauvais,主演,电影,演员
Double Take,Gary Grubbs,主演,电影,演员
Double Take,Daniel Roebuck,主演,电影,演员
Double Take,Adventure,属于类型,电影,类型
Double Take,Drama,属于类型,电影,类型
Double Take,Action,属于类型,电影,类型
Double Take,Comedy,属于类型,电影,类型
Double Take,Romance,属于类型,电影,类型
Double Take,Mexican,描述关键词,电影,关键词
Double Take,Daryl,描述关键词,电影,关键词
Double Take,Chase,描述关键词,电影,关键词
"Girl, Interrupted",James Mangold,执导,电影,导演
"Girl, Interrupted",1999年,上映年份,电影,年份
"Girl, Interrupted",Germany,制片国家,电影,国家
"Girl, Interrupted",7.6分,评分,电影,评分值
"Girl, Interrupted",Winona Ryder,主演,电影,演员
"Girl, Interrupted",Angelina Jolie,主演,电影,导演
"Girl, Interrupted",Clea DuVall,主演,电影,演员
"Girl, Interrupted",Brittany Murphy,主演,电影,演员
"Girl, Interrupted",Elisabeth Moss,主演,电影,演员
"Girl, Interrupted",Drama,属于类型,电影,类型
"Girl, Interrupted",Susanna,描述关键词,电影,关键词
"Girl, Interrupted",Kaysen,描述关键词,电影,关键词
"Girl, Interrupted",Alice,描述关键词,电影,关键词
"Girl, Interrupted",Ali,提及,电影,电影
"Girl, Interrupted",9,提及,电影,电影
"Girl, Interrupted",Wonderland,提及,电影,电影
Win a Date with Tad Hamilton!,Robert Luketic,执导,电影,导演
Win a Date with Tad Hamilton!,2004年,上映年份,电影,年份
Win a Date with Tad Hamilton!,United States of America,制片国家,电影,国家
Win a Date with Tad Hamilton!,5.5分,评分,电影,评分值
Win a Date with Tad Hamilton!,Josh Duhamel,主演,电影,演员
Win a Date with Tad Hamilton!,Kate Bosworth,主演,电影,演员
Win a Date with Tad Hamilton!,Topher Grace,主演,电影,演员
Win a Date with Tad Hamilton!,Nathan Lane,主演,电影,演员
Win a Date with Tad Hamilton!,Sean Hayes,主演,电影,演员
Win a Date with Tad Hamilton!,Comedy,属于类型,电影,类型
Win a Date with Tad Hamilton!,Romance,属于类型,电影,类型
Win a Date with Tad Hamilton!,Hollywood,描述关键词,电影,关键词
Muppets from Space,Tim Hill,执导,电影,导演
Muppets from Space,1999年,上映年份,电影,年份
Muppets from Space,United States of America,制片国家,电影,国家
Muppets from Space,5.8分,评分,电影,评分值
Muppets from Space,Steve Whitmire,主演,电影,演员
Muppets from Space,Dave Goelz,主演,电影,演员
Muppets from Space,Bill Barretta,主演,电影,演员
Muppets from Space,Frank Oz,主演,电影,演员
Muppets from Space,Jerry Nelson,主演,电影,演员
Muppets from Space,Fantasy,属于类型,电影,类型
Muppets from Space,Comedy,属于类型,电影,类型
Muppets from Space,Science Fiction,属于类型,电影,类型
Muppets from Space,Family,属于类型,电影,类型
Muppets from Space,Gonzo,描述关键词,电影,关键词
Muppets from Space,Muppets,描述关键词,电影,关键词
Muppets from Space,Kermit,描述关键词,电影,关键词
Muppets from Space,Go,提及,电影,电影
The Wiz,Sidney Lumet,执导,电影,导演
The Wiz,1978年,上映年份,电影,年份
The Wiz,United States of America,制片国家,电影,国家
The Wiz,5.9分,评分,电影,评分值
The Wiz,Diana Ross,主演,电影,演员
The Wiz,Michael Jackson,主演,电影,演员
The Wiz,Nipsey Russell,主演,电影,演员
The Wiz,Ted Ross,主演,电影,演员
The Wiz,Theresa Merritt,主演,电影,演员
The Wiz,Adventure,属于类型,电影,类型
The Wiz,Family,属于类型,电影,类型
The Wiz,Fantasy,属于类型,电影,类型
The Wiz,Music,属于类型,电影,类型
The Wiz,Thanksgiving,描述关键词,电影,关键词
The Wiz,Harlem,描述关键词,电影,关键词
The Wiz,Dorothy,描述关键词,电影,关键词
Ready to Rumble,Brian Robbins,执导,电影,导演
Ready to Rumble,2000年,上映年份,电影,年份
Ready to Rumble,United States of America,制片国家,电影,国家
Ready to Rumble,4.7分,评分,电影,评分值
Ready to Rumble,David Arquette,主演,电影,演员
Ready to Rumble,Scott Caan,主演,电影,演员
Ready to Rumble,Oliver Platt,主演,电影,演员
Ready to Rumble,Rose McGowan,主演,电影,演员
Ready to Rumble,Bill Goldberg,主演,电影,演员
Ready to Rumble,Action,属于类型,电影,类型
Ready to Rumble,Comedy,属于类型,电影,类型
Ready to Rumble,Drama,属于类型,电影,类型
Ready to Rumble,Two,描述关键词,电影,关键词
Play It to the Bone,Ron Shelton,执导,电影,导演
Play It to the Bone,1999年,上映年份,电影,年份
Play It to the Bone,United States of America,制片国家,电影,国家
Play It to the Bone,5.7分,评分,电影,评分值
Play It to the Bone,Antonio Banderas,主演,电影,演员
Play It to the Bone,Woody Harrelson,主演,电影,演员
Play It to the Bone,Lolita Davidovich,主演,电影,演员
Play It to the Bone,Tom Sizemore,主演,电影,演员
Play It to the Bone,Lucy Liu,主演,电影,演员
Play It to the Bone,Comedy,属于类型,电影,类型
Play It to the Bone,Drama,属于类型,电影,类型
Play It to the Bone,Two,描述关键词,电影,关键词
Play It to the Bone,Vegas,描述关键词,电影,关键词
Play It to the Bone,Mike,描述关键词,电影,关键词
Play It to the Bone,They,提及,电影,电影
I Don't Know How She Does It,Douglas McGrath,执导,电影,导演
I Don't Know How She Does It,2011年,上映年份,电影,年份
I Don't Know How She Does It,United States of America,制片国家,电影,国家
I Don't Know How She Does It,5.0分,评分,电影,评分值
I Don't Know How She Does It,Sarah Jessica Parker,主演,电影,演员
I Don't Know How She Does It,Pierce Brosnan,主演,电影,演员
I Don't Know How She Does It,Sarah Shahi,主演,电影,演员
I Don't Know How She Does It,Busy Philipps,主演,电影,演员
I Don't Know How She Does It,Olivia Munn,主演,电影,演员
I Don't Know How She Does It,Romance,属于类型,电影,类型
I Don't Know How She Does It,Comedy,属于类型,电影,类型
I Don't Know How She Does It,Kate,描述关键词,电影,关键词
I Don't Know How She Does It,Reddy,描述关键词,电影,关键词
Piranha 3D,Alexandre Aja,执导,电影,导演
Piranha 3D,2010年,上映年份,电影,年份
Piranha 3D,United States of America,制片国家,电影,国家
Piranha 3D,5.3分,评分,电影,评分值
Piranha 3D,Elisabeth Shue,主演,电影,演员
Piranha 3D,Adam Scott,主演,电影,演员
Piranha 3D,Jerry O'Connell,主演,电影,演员
Piranha 3D,Steven R. McQueen,主演,电影,演员
Piranha 3D,Jessica Szohr,主演,电影,演员
Piranha 3D,Comedy,属于类型,电影,类型
Piranha 3D,Horror,属于类型,电影,类型
Piranha 3D,Lake,描述关键词,电影,关键词
Piranha 3D,Victoria,描述关键词,电影,关键词
Piranha 3D,Arizona,描述关键词,电影,关键词
Piranha 3D,Pi,提及,电影,电影
Beyond the Sea,Kevin Spacey,执导,电影,演员
Beyond the Sea,Kevin Spacey,主演,电影,演员
Beyond the Sea,2004年,上映年份,电影,年份
Beyond the Sea,Germany,制片国家,电影,国家
Beyond the Sea,6.5分,评分,电影,评分值
Beyond the Sea,Kate Bosworth,主演,电影,演员
Beyond the Sea,John Goodman,主演,电影,演员
Beyond the Sea,Bob Hoskins,主演,电影,演员
Beyond the Sea,Brenda Blethyn,主演,电影,演员
Beyond the Sea,Drama,属于类型,电影,类型
Beyond the Sea,Music,属于类型,电影,类型
Beyond the Sea,Based,描述关键词,电影,关键词
Beyond the Sea,Bobby,描述关键词,电影,电影
Beyond the Sea,Bobby,提及,电影,电影
Beyond the Sea,Darin,描述关键词,电影,关键词
Meet the Deedles,Steve Boyum,执导,电影,导演
Meet the Deedles,1998年,上映年份,电影,年份
Meet the Deedles,4.1分,评分,电影,评分值
Meet the Deedles,Paul Walker,主演,电影,演员
Meet the Deedles,John Ashton,主演,电影,演员
Meet the Deedles,Dennis Hopper,主演,电影,演员
Meet the Deedles,Eric Braeden,主演,电影,演员
Meet the Deedles,Richard Lineback,主演,电影,演员
Meet the Deedles,Animation,属于类型,电影,类型
Meet the Deedles,Comedy,属于类型,电影,类型
Meet the Deedles,Family,属于类型,电影,类型
Meet the Deedles,Two,描述关键词,电影,关键词
Meet the Deedles,Yellowstone,描述关键词,电影,关键词
The Thief and the Cobbler,Richard Williams,执导,电影,导演
The Thief and the Cobbler,1993年,上映年份,电影,年份
The Thief and the Cobbler,United Kingdom,制片国家,电影,国家
The Thief and the Cobbler,6.8分,评分,电影,评分值
The Thief and the Cobbler,Vincent Price,主演,电影,演员
The Thief and the Cobbler,Anthony Quayle,主演,电影,演员
The Thief and the Cobbler,Sean Connery,主演,电影,演员
The Thief and the Cobbler,Joan Sims,主演,电影,演员
The Thief and the Cobbler,Paul Matthews,主演,电影,演员
The Thief and the Cobbler,Adventure,属于类型,电影,类型
The Thief and the Cobbler,Fantasy,属于类型,电影,类型
The Thief and the Cobbler,Animation,属于类型,电影,类型
The Thief and the Cobbler,Science Fiction,属于类型,电影,类型
The Thief and the Cobbler,Family,属于类型,电影,类型
The Thief and the Cobbler,Tack,描述关键词,电影,关键词
The Thief and the Cobbler,Cobbler,描述关键词,电影,关键词
The Thief and the Cobbler,Thief,描述关键词,电影,关键词
The Thief and the Cobbler,O,提及,电影,电影
The Thief and the Cobbler,Once,提及,电影,电影
The Bridge of San Luis Rey,Mary McGuckian,执导,电影,导演
The Bridge of San Luis Rey,2004年,上映年份,电影,年份
The Bridge of San Luis Rey,Spain,制片国家,电影,国家
The Bridge of San Luis Rey,5.4分,评分,电影,评分值
The Bridge of San Luis Rey,Gabriel Byrne,主演,电影,演员
The Bridge of San Luis Rey,F. Murray Abraham,主演,电影,演员
The Bridge of San Luis Rey,Kathy Bates,主演,电影,演员
The Bridge of San Luis Rey,Robert De Niro,主演,电影,演员
The Bridge of San Luis Rey,Harvey Keitel,主演,电影,演员
The Bridge of San Luis Rey,Romance,属于类型,电影,类型
The Bridge of San Luis Rey,Drama,属于类型,电影,类型
The Bridge of San Luis Rey,Bridge,描述关键词,电影,关键词
The Bridge of San Luis Rey,San,描述关键词,电影,关键词
The Bridge of San Luis Rey,Luis,描述关键词,电影,关键词
The Bridge of San Luis Rey,Thor,提及,电影,电影
The Bridge of San Luis Rey,9,提及,电影,电影
The Bridge of San Luis Rey,Wild,提及,电影,电影
Faster,"George Tillman, Jr.",执导,电影,导演
Faster,2010年,上映年份,电影,年份
Faster,United States of America,制片国家,电影,国家
Faster,6.1分,评分,电影,评分值
Faster,Dwayne Johnson,主演,电影,演员
Faster,Billy Bob Thornton,主演,电影,演员
Faster,Maggie Grace,主演,电影,演员
Faster,Carla Gugino,主演,电影,演员
Faster,Tom Berenger,主演,电影,演员
Faster,Crime,属于类型,电影,类型
Faster,Drama,属于类型,电影,类型
Faster,Action,属于类型,电影,类型
Faster,Thriller,属于类型,电影,类型
Faster,Driver,描述关键词,电影,关键词
Faster,Dwayne,描述关键词,电影,关键词
Faster,Johnson,描述关键词,电影,关键词
Faster,Thor,提及,电影,电影
Faster,Drive,提及,电影,电影
Faster,O,提及,电影,电影
Howl's Moving Castle,Hayao Miyazaki,执导,电影,导演
Howl's Moving Castle,2004年,上映年份,电影,年份
Howl's Moving Castle,Japan,制片国家,电影,国家
Howl's Moving Castle,8.2分,评分,电影,评分值
Howl's Moving Castle,Takuya Kimura,主演,电影,演员
Howl's Moving Castle,Akihiro Miwa,主演,电影,演员
Howl's Moving Castle,Tatsuya Gashûin,主演,电影,演员
Howl's Moving Castle,Mitsunori Isaki,主演,电影,演员
Howl's Moving Castle,Yo Oizumi,主演,电影,演员
Howl's Moving Castle,Fantasy,属于类型,电影,类型
Howl's Moving Castle,Animation,属于类型,电影,类型
Howl's Moving Castle,Adventure,属于类型,电影,类型
Howl's Moving Castle,Sophie,描述关键词,电影,关键词
Zombieland,Ruben Fleischer,执导,电影,导演
Zombieland,2009年,上映年份,电影,年份
Zombieland,United States of America,制片国家,电影,国家
Zombieland,7.2分,评分,电影,评分值
Zombieland,Jesse Eisenberg,主演,电影,演员
Zombieland,Woody Harrelson,主演,电影,演员
Zombieland,Emma Stone,主演,电影,演员
Zombieland,Abigail Breslin,主演,电影,演员
Zombieland,Amber Heard,主演,电影,演员
Zombieland,Comedy,属于类型,电影,类型
Zombieland,Horror,属于类型,电影,类型
Zombieland,Columbus,描述关键词,电影,关键词
Zombieland,Tallahassee,描述关键词,电影,关键词
The Waterboy,Frank Coraci,执导,电影,导演
The Waterboy,1998年,上映年份,电影,年份
The Waterboy,United States of America,制片国家,电影,国家
The Waterboy,5.9分,评分,电影,评分值
The Waterboy,Adam Sandler,主演,电影,演员
The Waterboy,Kathy Bates,主演,电影,演员
The Waterboy,Fairuza Balk,主演,电影,演员
The Waterboy,Henry Winkler,主演,电影,演员
The Waterboy,Jerry Reed,主演,电影,演员
The Waterboy,Comedy,属于类型,电影,类型
The Waterboy,Bobby,描述关键词,电影,电影
The Waterboy,Bobby,提及,电影,电影
The Waterboy,Boucher,描述关键词,电影,关键词
The Empire Strikes Back,Irvin Kershner,执导,电影,导演
The Empire Strikes Back,1980年,上映年份,电影,年份
The Empire Strikes Back,United States of America,制片国家,电影,国家
The Empire Strikes Back,8.2分,评分,电影,评分值
The Empire Strikes Back,Mark Hamill,主演,电影,演员
The Empire Strikes Back,Harrison Ford,主演,电影,演员
The Empire Strikes Back,Carrie Fisher,主演,电影,演员
The Empire Strikes Back,Billy Dee Williams,主演,电影,演员
The Empire Strikes Back,Anthony Daniels,主演,电影,演员
The Empire Strikes Back,Adventure,属于类型,电影,类型
The Empire Strikes Back,Action,属于类型,电影,类型
The Empire Strikes Back,Science Fiction,属于类型,电影,类型
The Empire Strikes Back,Luke,描述关键词,电影,关键词
The Empire Strikes Back,Skywalker,描述关键词,电影,关键词
The Empire Strikes Back,Galactic,描述关键词,电影,关键词
The Empire Strikes Back,O,提及,电影,电影
Bad Boys,Michael Bay,执导,电影,导演
Bad Boys,1995年,上映年份,电影,年份
Bad Boys,United States of America,制片国家,电影,国家
Bad Boys,6.5分,评分,电影,评分值
Bad Boys,Will Smith,主演,电影,演员
Bad Boys,Martin Lawrence,主演,电影,演员
Bad Boys,Téa Leoni,主演,电影,演员
Bad Boys,Tchéky Karyo,主演,电影,演员
Bad Boys,Joe Pantoliano,主演,电影,演员
Bad Boys,Action,属于类型,电影,类型
Bad Boys,Comedy,属于类型,电影,类型
Bad Boys,Crime,属于类型,电影,类型
Bad Boys,Thriller,属于类型,电影,类型
Bad Boys,Marcus,描述关键词,电影,关键词
Bad Boys,Burnett,描述关键词,电影,关键词
Bad Boys,Mike,描述关键词,电影,关键词
Bad Boys,Burn,提及,电影,电影
The Naked Gun 2½: The Smell of Fear,David Zucker,执导,电影,导演
The Naked Gun 2½: The Smell of Fear,1991年,上映年份,电影,年份
The Naked Gun 2½: The Smell of Fear,United States of America,制片国家,电影,国家
The Naked Gun 2½: The Smell of Fear,6.6分,评分,电影,评分值
The Naked Gun 2½: The Smell of Fear,Leslie Nielsen,主演,电影,演员
The Naked Gun 2½: The Smell of Fear,Priscilla Presley,主演,电影,演员
The Naked Gun 2½: The Smell of Fear,George Kennedy,主演,电影,演员
The Naked Gun 2½: The Smell of Fear,O.J. Simpson,主演,电影,演员
The Naked Gun 2½: The Smell of Fear,Robert Goulet,主演,电影,演员
The Naked Gun 2½: The Smell of Fear,Comedy,属于类型,电影,类型
The Naked Gun 2½: The Smell of Fear,Crime,属于类型,电影,类型
The Naked Gun 2½: The Smell of Fear,Bumbling,描述关键词,电影,关键词
The Naked Gun 2½: The Smell of Fear,Frank,描述关键词,电影,关键词
The Naked Gun 2½: The Smell of Fear,Drebin,描述关键词,电影,关键词
Final Destination,James Wong,执导,电影,导演
Final Destination,2000年,上映年份,电影,年份
Final Destination,United States of America,制片国家,电影,国家
Final Destination,6.4分,评分,电影,评分值
Final Destination,Devon Sawa,主演,电影,演员
Final Destination,Ali Larter,主演,电影,演员
Final Destination,Kerr Smith,主演,电影,演员
Final Destination,Tony Todd,主演,电影,演员
Final Destination,Seann William Scott,主演,电影,演员
Final Destination,Horror,属于类型,电影,类型
Final Destination,Death,描述关键词,电影,关键词
Final Destination,After,提及,电影,电影
The Ides of March,George Clooney,执导,电影,导演
The Ides of March,George Clooney,主演,电影,导演
The Ides of March,2011年,上映年份,电影,年份
The Ides of March,United States of America,制片国家,电影,国家
The Ides of March,6.5分,评分,电影,评分值
The Ides of March,Ryan Gosling,主演,电影,演员
The Ides of March,Philip Seymour Hoffman,主演,电影,演员
The Ides of March,Paul Giamatti,主演,电影,演员
The Ides of March,Evan Rachel Wood,主演,电影,演员
The Ides of March,Drama,属于类型,电影,类型
The Ides of March,Dirty,描述关键词,电影,关键词
Pitch Black,David Twohy,执导,电影,导演
Pitch Black,2000年,上映年份,电影,年份
Pitch Black,United States of America,制片国家,电影,国家
Pitch Black,6.7分,评分,电影,评分值
Pitch Black,Vin Diesel,主演,电影,演员
Pitch Black,Radha Mitchell,主演,电影,演员
Pitch Black,Cole Hauser,主演,电影,演员
Pitch Black,Lewis Fitz-Gerald,主演,电影,演员
Pitch Black,Claudia Black,主演,电影,演员
Pitch Black,Thriller,属于类型,电影,类型
Pitch Black,Science Fiction,属于类型,电影,类型
Pitch Black,Action,属于类型,电影,类型
Pitch Black,Riddick,描述关键词,电影,电影
Pitch Black,Riddick,提及,电影,电影
Pitch Black,Deadly,描述关键词,电影,关键词
Pitch Black,Stay,描述关键词,电影,关键词
Someone Like You...,Tony Goldwyn,执导,电影,导演
Someone Like You...,2001年,上映年份,电影,年份
Someone Like You...,United States of America,制片国家,电影,国家
Someone Like You...,6.0分,评分,电影,评分值
Someone Like You...,Ashley Judd,主演,电影,演员
Someone Like You...,Greg Kinnear,主演,电影,演员
Someone Like You...,Hugh Jackman,主演,电影,演员
Someone Like You...,Marisa Tomei,主演,电影,演员
Someone Like You...,Ellen Barkin,主演,电影,演员
Someone Like You...,Comedy,属于类型,电影,类型
Someone Like You...,Romance,属于类型,电影,类型
Someone Like You...,Jane,描述关键词,电影,关键词
Someone Like You...,Goodale,描述关键词,电影,关键词
Someone Like You...,Ray,描述关键词,电影,电影
Someone Like You...,Ray,提及,电影,电影
Someone Like You...,Good,提及,电影,电影
Someone Like You...,Go,提及,电影,电影
Her,Spike Jonze,执导,电影,导演
Her,2013年,上映年份,电影,年份
Her,China,制片国家,电影,国家
Her,7.9分,评分,电影,评分值
Her,Joaquin Phoenix,主演,电影,演员
Her,Scarlett Johansson,主演,电影,演员
Her,Rooney Mara,主演,电影,演员
Her,Amy Adams,主演,电影,演员
Her,Olivia Wilde,主演,电影,演员
Her,Romance,属于类型,电影,类型
Her,Science Fiction,属于类型,电影,类型
Her,Drama,属于类型,电影,类型
Her,Theodore,描述关键词,电影,关键词
Her,Theordore,描述关键词,电影,关键词
Joy Ride,John Dahl,执导,电影,导演
Joy Ride,2001年,上映年份,电影,年份
Joy Ride,United States of America,制片国家,电影,国家
Joy Ride,6.3分,评分,电影,评分值
Joy Ride,Steve Zahn,主演,电影,演员
Joy Ride,Paul Walker,主演,电影,演员
Joy Ride,Leelee Sobieski,主演,电影,演员
Joy Ride,Jessica Bowman,主演,电影,演员
Joy Ride,Stuart Stone,主演,电影,演员
Joy Ride,Mystery,属于类型,电影,类型
Joy Ride,Thriller,属于类型,电影,类型
Joy Ride,Drama,属于类型,电影,类型
Joy Ride,Three,描述关键词,电影,电影
Joy Ride,Three,提及,电影,电影
Joy Ride,Colorado,描述关键词,电影,关键词
Joy Ride,Jersey,描述关键词,电影,关键词
The Adventurer: The Curse of the Midas Box,Jonathan Newman,执导,电影,导演
The Adventurer: The Curse of the Midas Box,2013年,上映年份,电影,年份
The Adventurer: The Curse of the Midas Box,Belgium,制片国家,电影,国家
The Adventurer: The Curse of the Midas Box,5.1分,评分,电影,评分值
