name,type,degree
The Talented Mr. Ripley,电影,17
Psycho,电影,17
Street Kings,电影,17
The Bélier Family,电影,17
September Dawn,电影,17
George of the Jungle,电影,17
Bon Cop Bad Cop,电影,17
Much Ado About Nothing,电影,17
8 Women,电影,17
Salton Sea,电影,17
The Glimmer Man,电影,17
The Inkwell,电影,17
A Thin Line Between Love and Hate,电影,17
Dear Wendy,电影,17
Shutter Island,电影,17
The Manchurian Candidate,电影,17
Big Hero 6,电影,17
American Ninja 2: The Confrontation,电影,17
Irreversible,电影,17
Killing Zoe,电影,17
The Kid,电影,17
My Last Day Without You,电影,17
Kenneth Branagh,演员,17
The Jungle Book,电影,17
Inside Out,电影,17
King,关键词,17
The Emperor's New Groove,电影,17
It's All Gone Pete Tong,电影,17
The Diary of a Teenage Girl,电影,17
Yogi Bear,电影,17
Zombie Hunter,电影,17
My Name Is Bruce,电影,17
The Yards,电影,17
Winter in Wartime,电影,17
Chariots of Fire,电影,17
Trust,电影,17
An Everlasting Piece,电影,17
A Lonely Place to Die,电影,17
The Expendables 3,电影,17
JFK,电影,17
Cyrus,电影,17
Legion,电影,17
Resident Evil: Retribution,电影,17
Pathology,电影,17
The Death and Life of Bobby Z,电影,17
G.I. Joe: Retaliation,电影,17
Flight of the Intruder,电影,17
Solaris,电影,17
Maid in Manhattan,电影,17
Suicide Squad,电影,17
Horse Camp,电影,17
Muppets from Space,电影,17
Double Take,电影,17
The Bridge of San Luis Rey,电影,17
Bill Paxton,演员,17
The Last Stand,电影,17
Wicker Park,电影,17
Glory,电影,17
Whiteout,电影,17
Hoodwinked Too! Hood VS. Evil,电影,17
Joseph Gordon-Levitt,演员,17
Lions for Lambs,电影,17
Evita,电影,17
City of Angels,电影,17
Star Wars,电影,17
Behind Enemy Lines,电影,17
Sin City,电影,17
High Fidelity,电影,17
Edmond,电影,17
The Princess Bride,电影,17
Red Eye,电影,17
Lethal Weapon 3,电影,17
Silverado,电影,17
Soul Food,电影,17
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,电影,17
Kate & Leopold,电影,17
Big Fat Liar,电影,17
The Bone Collector,电影,17
Rush Hour 3,电影,17
G.I. Joe: The Rise of Cobra,电影,17
Red Riding Hood,电影,17
Bend It Like Beckham,电影,17
Deep Rising,电影,17
Fido,关键词,17
The Tailor of Panama,电影,17
RockNRolla,电影,17
Robots,电影,17
Love Stinks,电影,17
Among Giants,电影,17
Sean Bean,演员,17
Quartet,电影,17
Barry Lyndon,电影,17
Sabotage,电影,17
Tango & Cash,电影,17
Jarhead,电影,17
Last Orders,电影,17
For Your Consideration,电影,17
Muppets Most Wanted,电影,17
Bound by Honor,电影,17
Shanghai Noon,电影,17
Space Battleship Yamato,电影,17
City of Life and Death,电影,17
Chocolate: Deep Dark Secrets,电影,17
Nick Nolte,演员,17
Anacondas: The Hunt for the Blood Orchid,电影,17
The Visitors II: The Corridors of Time,电影,17
Gravity,电影,17
Survivor,电影,17
Zambezia,关键词,17
Notting Hill,电影,17
The Expendables,电影,17
Alexander's Ragtime Band,电影,17
Touching the Void,电影,17
New Year's Eve,电影,17
Lethal Weapon 4,电影,17
Jennifer Connelly,演员,17
Michael Douglas,演员,17
Captain America: The First Avenger,电影,17
Eight Legged Freaks,电影,17
President,关键词,17
Paint Your Wagon,电影,17
The End of the Affair,电影,17
Hell's Angels,电影,17
1776,电影,17
Team America: World Police,电影,17
Milk,电影,17
Les Misérables,电影,17
Forbidden Kingdom,电影,17
Schindler's List,电影,17
Never Say Never Again,电影,17
Vin Diesel,演员,17
Match Point,电影,17
Grosse Pointe Blank,电影,17
The Boat That Rocked,电影,17
The Muppet Christmas Carol,电影,17
Sweet Sweetback's Baadasssss Song,电影,17
The Simpsons Movie,电影,17
Penguins of Madagascar,电影,17
Martin Lawrence,演员,17
Live and Let Die,电影,17
My Dog Skip,电影,17
Rumble in the Bronx,电影,17
Treasure Planet,电影,17
Impostor,电影,17
Mortal Kombat: Annihilation,电影,17
Jack the Giant Slayer,电影,17
House of Flying Daggers,电影,17
Blade II,电影,17
Street Fighter: The Legend of Chun-Li,电影,17
What Planet Are You From?,电影,17
The Next Three Days,电影,17
Legal Eagles,电影,17
Zodiac,电影,17
Arthur Christmas,电影,17
Bad Boys,电影,17
Sunshine,电影,17
Anywhere But Here,电影,17
Someone Like You...,电影,17
Martha Marcy May Marlene,电影,17
The Twilight Saga: Eclipse,电影,17
The Heart of Me,电影,17
Operation Chromite,电影,17
The Thin Red Line,电影,17
English,关键词,17
Star Trek V: The Final Frontier,电影,17
The Lord of the Rings: The Two Towers,电影,17
"I Love You, Beth Cooper",电影,17
Catch That Kid,电影,17
Asterix at the Olympic Games,电影,17
Belgium,国家,17
Speed,电影,17
The Heat,电影,17
The Devil's Double,电影,17
Steve Martin,演员,17
The Valley of Decision,电影,17
Defendor,关键词,17
Scott Pilgrim vs. the World,电影,17
Fame,电影,17
Need for Speed,电影,17
The Last Legion,电影,17
Colin Firth,演员,17
The Legend of the Lone Ranger,电影,17
Beloved,电影,17
Anastasia,电影,17
Rachel Weisz,演员,17
Patton,电影,17
The Best Years of Our Lives,电影,17
There's Always Woodstock,电影,17
Jumper,电影,17
The Mummy Returns,电影,17
Jack Nicholson,演员,17
Speed Racer,电影,17
Mary Poppins,电影,17
Jimmy,关键词,17
Vanilla Sky,电影,17
Halle Berry,演员,17
The Mighty,电影,17
The Widow of Saint-Pierre,电影,17
Auto Focus,电影,17
Noah,电影,17
Rio 2,电影,17
The Devil's Rejects,电影,17
The Finest Hours,电影,17
Inglourious Basterds,电影,17
The Nutcracker,电影,17
Star Wars: Episode III - Revenge of the Sith,电影,17
Firestarter,电影,17
Valentine's Day,电影,17
The Twilight Saga: New Moon,电影,17
Green Lantern,电影,17
A Charlie Brown Christmas,电影,17
Flags of Our Fathers,电影,17
Dom Hemingway,电影,17
Dr. No,电影,17
Collateral Damage,电影,17
Milla Jovovich,演员,17
Boogeyman,电影,17
Selma,电影,17
Jersey Boys,电影,17
Traffic,电影,17
Stripes,电影,17
A View to a Kill,电影,17
Annabelle,电影,17
Luke Wilson,演员,17
Killer Elite,电影,17
Open Season,电影,17
The Nutcracker: The Untold Story,电影,17
Cirque du Freak: The Vampire's Assistant,电影,17
Class of 1984,电影,17
The Watcher,电影,17
Rambo: First Blood Part II,电影,17
The Fugitive,电影,17
Under the Tuscan Sun,电影,17
My Big Fat Greek Wedding 2,电影,17
Amadeus,电影,17
The Visitors,电影,17
The Christmas Candle,电影,17
The Four Seasons,电影,17
Are We There Yet?,电影,17
Madea's Witness Protection,电影,17
In the Name of the King III,电影,17
The Rundown,电影,17
Last Action Hero,电影,17
Butch Cassidy and the Sundance Kid,电影,17
Star Trek: Insurrection,电影,17
Pinocchio,电影,17
Bubble Boy,电影,17
Letters from Iwo Jima,电影,17
Save the Last Dance,电影,17
Whatever It Takes,电影,17
Highlander: Endgame,电影,17
Jurassic Park III,电影,17
The Spiderwick Chronicles,电影,17
The Rookie,电影,17
The Charge of the Light Brigade,电影,17
Grand Theft Parsons,电影,17
Batman & Robin,电影,17
Pirates of the Caribbean: At World's End,电影,17
El Mariachi,电影,17
Valkyrie,电影,17
Chris Evans,演员,17
Down Terrace,电影,17
Nick,关键词,17
Geoffrey Rush,演员,17
Aberdeen,电影,17
Alvin and the Chipmunks: The Squeakquel,电影,17
Bran Nue Dae,电影,17
Winona Ryder,演员,17
Doom,电影,17
Seven Years in Tibet,电影,17
Tropic Thunder,电影,17
The Departed,电影,17
The Transporter,电影,17
Freeway,电影,17
The Rage: Carrie 2,电影,17
Flight,电影,17
White Fang,电影,17
Harry,关键词,17
Alfred Molina,演员,17
Gabriela,电影,17
The Importance of Being Earnest,电影,17
The Hobbit: The Battle of the Five Armies,电影,17
Vampire in Brooklyn,电影,17
Gremlins 2: The New Batch,电影,17
Pretty Woman,电影,17
Sherlock Holmes,电影,17
A Simple Wish,电影,17
Queen of the Damned,电影,17
J. Edgar,电影,17
Just My Luck,电影,17
Hav Plenty,电影,17
Plastic,电影,17
Kites,电影,17
Gunless,电影,17
Arthur and the Invisibles,电影,17
Battle for the Planet of the Apes,电影,17
Ender's Game,电影,17
A Farewell to Arms,电影,17
The Barbarian Invasions,电影,17
Lone Survivor,电影,17
12 Rounds,电影,17
Blade Runner,电影,17
A Bug's Life,电影,17
How She Move,电影,17
Damnation Alley,电影,17
ParaNorman,电影,17
Hellboy,电影,17
Fur: An Imaginary Portrait of Diane Arbus,电影,17
Kingdom of Heaven,电影,17
Apollo 18,电影,17
Judi Dench,演员,17
James Marsden,演员,17
Bill Nighy,演员,17
"Signed, Sealed, Delivered",电影,17
All The Queen's Men,电影,17
Keira Knightley,演员,17
Thor: The Dark World,电影,17
Ving Rhames,演员,17
Toy Story 2,电影,16
Bang,电影,16
Cure,电影,16
Stellan Skarsgård,演员,16
Freedom,电影,16
Magic Mike XXL,电影,16
Groundhog Day,电影,16
The Beach,电影,16
Bathory: Countess of Blood,电影,16
The Good Night,电影,16
The Adventures of Sharkboy and Lavagirl,电影,16
Kate Bosworth,演员,16
Apocalypse Now,电影,16
Bogus,关键词,16
Laws of Attraction,电影,16
Sherlock Holmes: A Game of Shadows,电影,16
Sweet November,电影,16
Dudley Do-Right,电影,16
The Transporter Refueled,电影,16
Megiddo: The Omega Code 2,电影,16
"Hail, Caesar!",电影,16
Our Kind of Traitor,电影,16
Stomp the Yard,电影,16
My Bloody Valentine,电影,16
Hobo with a Shotgun,电影,16
The Art of War,电影,16
Teenage Mutant Ninja Turtles III,电影,16
Basquiat,电影,16
Days of Heaven,电影,16
Letters to God,电影,16
Percy Jackson: Sea of Monsters,电影,16
The Girl with the Dragon Tattoo,电影,16
Tea with Mussolini,电影,16
Syriana,电影,16
Downfall,电影,16
Captain America: Civil War,电影,16
Rugrats in Paris: The Movie,电影,16
District 9,电影,16
Elf,电影,16
The Devil's Own,电影,16
Tiny Furniture,电影,16
The Book of Life,电影,16
Listening,电影,16
Assassins,电影,16
Things to Do in Denver When You're Dead,电影,16
Murder by Numbers,电影,16
Head Over Heels,电影,16
Hansel & Gretel: Witch Hunters,电影,16
We Were Soldiers,电影,16
Charlie's Angels: Full Throttle,电影,16
Good Luck Chuck,电影,16
Cop Out,电影,16
Kevin Smith,演员,16
The Town,电影,16
The SpongeBob Movie: Sponge Out of Water,电影,16
Michael Jordan to the Max,电影,16
Bad Santa,电影,16
Austin Powers: International Man of Mystery,电影,16
From a Whisper to a Scream,电影,16
Underworld: Evolution,电影,16
Indignation,电影,16
The Wrestler,电影,16
Angela Bassett,演员,16
Mystic Pizza,电影,16
Catch-22,电影,16
Spy Hard,电影,16
Legends of Oz: Dorothy's Return,电影,16
Peggy Sue Got Married,电影,16
Gosford Park,电影,16
Mean Girls,电影,16
Heaven's Gate,电影,16
The Juror,电影,16
Rock of Ages,电影,16
Ca$h,电影,16
X2,电影,16
How to Be Single,电影,16
The Legend of Hercules,电影,16
Losin' It,电影,16
Mother and Child,电影,16
Blackhat,电影,16
Love in the Time of Cholera,电影,16
Big Trouble,电影,16
The Sessions,电影,16
Shine a Light,电影,16
The Green Inferno,电影,16
Harry Potter and the Prisoner of Azkaban,电影,16
The Bodyguard,电影,16
Scooby-Doo 2: Monsters Unleashed,电影,16
Fool's Gold,电影,16
Kate Hudson,演员,16
Snow White and the Seven Dwarfs,电影,16
Virgin Territory,电影,16
Incident at Loch Ness,电影,16
Wind Walkers,电影,16
The X Files,电影,16
All the Pretty Horses,电影,16
I Can Do Bad All By Myself,电影,16
Goddess of Love,电影,16
Chicken Run,电影,16
Little Voice,电影,16
The Business of Strangers,电影,16
xXx,电影,16
Pollock,电影,16
Beastmaster 2: Through the Portal of Time,电影,16
Action Jackson,电影,16
A Serious Man,电影,16
Bride & Prejudice,电影,16
Rabbit-Proof Fence,电影,16
R.I.P.D.,电影,16
Sands of Iwo Jima,电影,16
The Hunger Games: Catching Fire,电影,16
Leap Year,电影,16
Blood Ties,电影,16
Crocodile Dundee in Los Angeles,电影,16
Alone With Her,电影,16
The Specials,电影,16
Carla Gugino,演员,16
Patrick Wilson,演员,16
Ajami,电影,16
Gattaca,电影,16
Dances with Wolves,电影,16
Dr. Dolittle 2,电影,16
Braveheart,电影,16
A Cinderella Story,电影,16
Thir13en Ghosts,电影,16
Regression,电影,16
Amigo,电影,16
Dante's Peak,电影,16
Walking and Talking,电影,16
Orgazmo,电影,16
War of the Worlds,电影,16
Wristcutters: A Love Story,电影,16
Happy Feet Two,电影,16
The Incredible Hulk,电影,16
The Producers,电影,16
The Croods,电影,16
Fiza,电影,16
Broken Arrow,电影,16
Betty Fisher and Other Stories,电影,16
Black November,电影,16
Witless Protection,电影,16
Shopgirl,电影,16
(500) Days of Summer,电影,16
The Piano,电影,16
Mambo Italiano,电影,16
CJ7,电影,16
All Good Things,电影,16
By the Sea,电影,16
I Want Someone to Eat Cheese With,电影,16
Beowulf,电影,16
Woman on Top,电影,16
Prom,电影,16
The White Ribbon,电影,16
Getaway,电影,16
Dreamcatcher,电影,16
Speedway Junky,电影,16
High Crimes,电影,16
A Shine of Rainbows,电影,16
Galaxina,电影,16
Diary of a Mad Black Woman,电影,16
Species,电影,16
L.A. Confidential,电影,16
Flatliners,电影,16
Mao's Last Dancer,电影,16
Megaforce,电影,16
Eyes Wide Shut,电影,16
Mona Lisa Smile,电影,16
Troop Beverly Hills,电影,16
Isn't She Great,电影,16
Kung Fu Panda,电影,16
Star Trek: The Motion Picture,电影,16
Snow White: A Tale of Terror,电影,16
My Lucky Star,电影,16
True Grit,电影,16
1977年,年份,16
Clockstoppers,电影,16
Lord of War,电影,16
Tears of the Sun,电影,16
First Knight,电影,16
Mississippi Mermaid,电影,16
The Green Hornet,电影,16
The Greatest Game Ever Played,电影,16
The Ninth Gate,电影,16
The Man from U.N.C.L.E.,电影,16
Clay Pigeons,电影,16
Begin Again,电影,16
Black Rock,电影,16
Sahara,电影,16
Snow Angels,电影,16
Fantastic Four,电影,16
Road Hard,电影,16
Grabbers,电影,16
Austin Powers in Goldmember,电影,16
Wolves,电影,16
Multiplicity,电影,16
Renaissance,电影,16
The Pledge,电影,16
Babylon A.D.,电影,16
Shadow of the Vampire,电影,16
Drive Me Crazy,电影,16
The Secret of Kells,电影,16
The Rocket: The Legend of Rocket Richard,电影,16
The Long Kiss Goodnight,电影,16
Primary Colors,电影,16
Unbroken,电影,16
The Wendell Baker Story,电影,16
10th & Wolf,电影,16
Paul Bettany,演员,16
Exotica,电影,16
The Man in the Iron Mask,电影,16
About a Boy,电影,16
My Name Is Khan,电影,16
Skin Trade,电影,16
The Green Mile,电影,16
Wild Hogs,电影,16
Fun with Dick and Jane,电影,16
Freddy's Dead: The Final Nightmare,电影,16
Billy Elliot,电影,16
Dallas Buyers Club,电影,16
The Elephant Man,电影,16
Shark Tale,电影,16
The Return of the Pink Panther,电影,16
Yes,电影,16
Nine Queens,电影,16
The Magic Flute,电影,16
Escape from Alcatraz,电影,16
10 Cloverfield Lane,电影,16
Dum Maaro Dum,电影,16
Passchendaele,电影,16
Alone in the Dark,电影,16
Why I Did (Not) Eat My Father,电影,16
A Knight's Tale,电影,16
Robert Rodriguez,导演,16
Little Man,电影,16
The Sound of Music,电影,16
Dragon Blade,电影,16
Astro Boy,电影,16
A Walk Among the Tombstones,电影,16
Star Trek,电影,16
The 51st State,电影,16
The Proposal,电影,16
The Lord of the Rings: The Fellowship of the Ring,电影,16
RED,电影,16
Brooklyn's Finest,电影,16
55 Days at Peking,电影,16
The Family Man,电影,16
Resident Evil: Extinction,电影,16
Summer Catch,电影,16
My Big Fat Greek Wedding,电影,16
The Rock,电影,16
The Lost World: Jurassic Park,电影,16
Micmacs,电影,16
Machete Kills,电影,16
Willard,电影,16
Wanted,电影,16
Death Sentence,电影,16
The Others,电影,16
Smokin' Aces,电影,16
Dune,电影,16
Inspector Gadget,电影,16
Friday the 13th Part VIII: Jason Takes Manhattan,电影,16
The Invasion,电影,16
The Haunting of Molly Hartley,电影,16
Lone Star,电影,16
The Last Samurai,电影,16
White House Down,电影,16
Velvet Goldmine,电影,16
Princess Kaiulani,电影,16
Beneath Hill 60,电影,16
GoldenEye,电影,16
Sideways,电影,16
I Know What You Did Last Summer,电影,16
2 Fast 2 Furious,电影,16
Kill the Messenger,电影,16
Zero Effect,电影,16
The Smurfs 2,电影,16
Songcatcher,电影,16
I Spit on Your Grave,电影,16
Force 10 from Navarone,电影,16
The Jackal,电影,16
Welcome Home Roscoe Jenkins,电影,16
Street Fighter,电影,16
The Conspirator,电影,16
Catherine Zeta-Jones,演员,16
Dragon Nest: Warriors' Dawn,电影,16
A Beautiful Mind,电影,16
Digimon: The Movie,电影,16
Three to Tango,电影,16
Jingle All the Way,电影,16
Kangaroo Jack,电影,16
Anthony Anderson,演员,16
Deep Blue Sea,电影,16
Black Christmas,电影,16
Renée Zellweger,演员,16
Octopussy,电影,16
Knocked Up,电影,16
Pitch Perfect,电影,16
Kung Fu Panda 2,电影,16
American Hero,电影,16
London to Brighton,电影,16
Deterrence,电影,16
Mission: Impossible III,电影,16
The Legend of Suriyothai,电影,16
Red Dog,电影,16
Capricorn One,电影,16
Red Planet,电影,16
The Marine 4: Moving Target,电影,16
Gone in Sixty Seconds,电影,16
Submarine,电影,16
Madagascar: Escape 2 Africa,电影,16
Manhattan,关键词,16
Poseidon,电影,16
My Girl,电影,16
Heavenly Creatures,电影,16
Cloudy with a Chance of Meatballs 2,电影,16
Mrs Henderson Presents,电影,16
Ghost Town,电影,16
Undisputed,电影,16
"Gandhi, My Father",电影,16
Bottle Rocket,电影,16
Motherhood,电影,16
You Only Live Twice,电影,16
This Is It,电影,16
Amour,电影,16
The Blair Witch Project,电影,16
Mad Max: Fury Road,电影,16
Starsuckers,电影,16
Ghosts of Mars,电影,16
Paycheck,电影,16
Veronica Guerin,电影,16
The Specialist,电影,16
The Wolfman,电影,16
Top Hat,电影,16
The Purge: Anarchy,电影,16
London Has Fallen,电影,16
Alien: Resurrection,电影,16
The Curse of Downers Grove,电影,16
The Walking Deceased,电影,16
Slacker Uprising,电影,16
Casino Royale,电影,16
Righteous Kill,电影,16
Mercury Rising,电影,16
Bamboozled,电影,16
The Relic,电影,16
Brokedown Palace,电影,16
Gettysburg,电影,16
Spy Kids 2: The Island of Lost Dreams,电影,16
Only God Forgives,电影,16
Looney Tunes: Back in Action,电影,16
Area 51,电影,16
Lady in White,电影,16
The Martian,电影,16
Miss Congeniality 2: Armed and Fabulous,电影,16
Practical Magic,电影,16
The Devil's Tomb,电影,16
The Pianist,电影,16
Dracula 2000,电影,16
A Hard Day's Night,电影,16
Frozen,电影,16
The Matrix Revolutions,电影,16
Weekend,电影,16
Hurricane Streets,电影,16
The Tuxedo,电影,16
Elsa & Fred,电影,16
The Swindle,电影,16
The Open Road,电影,16
Cinco de Mayo: La Batalla,电影,16
